204,153,0
102,0,0
204,153,102
255,255,0
255,204,0
204,204,0
255,153,0
255,204,153
255,0,0
153,0,0
255,204,204
255,102,102
255,0,51
255,0,102
204,0,153
153,0,204
204,51,255
153,153,255
102,0,255
51,0,102
0,102,255
0,204,255
0,51,51
51,102,102
0,255,255
102,204,153
51,153,102
0,255,153
0,153,51
102,255,102
0,102,0
51,255,51
0,153,0
204,255,0
204,204,153
153,153,0
204,204,204
153,153,153
102,102,102
51,51,51
0,0,0
