Код ID;Наименование;Краткое описание;Маленькая картинка;Подробное описание;Большая картинка;Склад;Цена1;Цена2;Цена3;Цена4;Цена5;1;Артикул;;Характеристики
;Светильник уличный Melbourne 3 EG87125;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87125.gif;<STRONG>Габариты</STRONG><br>Длина: 7,5 см<br>Ширина: 9,3 см<br>Высота: 47,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87125.jpg;1000;0;0;0;0;0;1;EG87125;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MTA6Is3l8iDk4O3t+/UiO319
;Светильник уличный Melbourne 3 EG87126;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87126.gif;<STRONG>Габариты</STRONG><br>Длина: 7,5 см<br>Ширина: 9,3 см<br>Высота: 90,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87126.jpg;1000;0;0;0;0;0;1;EG87126;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MTA6Is3l8iDk4O3t+/UiO319
;Светильник уличный Melbourne 3 EG87127;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87127.gif;<STRONG>Габариты</STRONG><br>Длина: 11,0 см<br>Ширина: 11,0 см<br>Высота: 200,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87127.jpg;1000;0;0;0;0;0;1;EG87127;;YTozOntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMjYiO319
;Светильник уличный Melbourne 2 EG87119;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87119.gif;<STRONG>Габариты</STRONG><br>Длина: 7,5 см<br>Ширина: 10,5 см<br>Высота: 14,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87119.jpg;1000;0;0;0;0;0;1;EG87119;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MTA6Is3l8iDk4O3t+/UiO319
;Светильник уличный Melbourne 2 EG87121;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87121.gif;<STRONG>Габариты</STRONG><br>Длина: 20,2 см<br>Ширина: 11,0 см<br>Высота: 19,0 см<br>Отступ: 10,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87121.jpg;1000;0;0;0;0;0;1;EG87121;;YTozOntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTgiO319
;Светильник уличный Melbourne 2 EG87122;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87122.gif;<STRONG>Габариты</STRONG><br>Длина: 20,0 см<br>Ширина: 8,0 см<br>Высота: 42,0 см<br>Отступ:  см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87122.jpg;1000;0;0;0;0;0;1;EG87122;;YTozOntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTgiO319
;Светильник уличный Melbourne 2 EG87123;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87123.gif;<STRONG>Габариты</STRONG><br>Длина: 20,2 см<br>Высота: 85,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87123.jpg;1000;0;0;0;0;0;1;EG87123;;YTozOntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTgiO319
;Светильник уличный Melbourne 1 EG87115;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87115.gif;<STRONG>Габариты</STRONG><br>Ширина: 7,5 см<br>Высота: 18,5 см<br>Отступ: 11,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87115.jpg;1000;0;0;0;0;0;1;EG87115;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MTA6Is3l8iDk4O3t+/UiO319
;Светильник уличный Melbourne 1 EG87116;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87116.gif;<STRONG>Габариты</STRONG><br>Ширина: 7,5 см<br>Высота: 22,5 см<br>Отступ: 11,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87116.jpg;1000;0;0;0;0;0;1;EG87116;;YTozOntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTgiO319
;Светильник уличный Melbourne 1 EG87117;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87117.gif;<STRONG>Габариты</STRONG><br>Длина: 7,5 см<br>Ширина: 7,5 см<br>Высота: 25,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87117.jpg;1000;0;0;0;0;0;1;EG87117;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MTA6Is3l8iDk4O3t+/UiO319
;Светильник уличный Melbourne 1 EG87118;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87118.gif;<STRONG>Габариты</STRONG><br>Длина: 7,5 см<br>Ширина: 7,5 см<br>Высота: 76,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87118.jpg;1000;0;0;0;0;0;1;EG87118;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MTA6Is3l8iDk4O3t+/UiO319
;Светильник уличный Park 4 EG86528;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG86528.gif;<STRONG>Габариты</STRONG><br>Высота: 92,0 см<br>Диаметр: 23,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: черный<br>влагонепроницаемый<br>светодиодные лампы<br>2 года гарантия;/UserFiles/Image/svetilniki/EG86528.jpg;1000;0;0;0;0;0;1;EG86528;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MTA6Is3l8iDk4O3t+/UiO319
;Светильник уличный Park 4 EG25747;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG25747.gif;<STRONG>Габариты</STRONG><br>Высота: 56,0 см<br>Диаметр: 12,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: нержавеющая сталь<br>влагонепроницаемый<br>светодиодные лампы<br>2 года гарантия;/UserFiles/Image/svetilniki/EG25747.jpg;1000;0;0;0;0;0;1;EG25747;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MTA6Is3l8iDk4O3t+/UiO319
;Светильник уличный Park 4 EG25748;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG25748.gif;<STRONG>Габариты</STRONG><br>Высота: 56,0 см<br>Диаметр: 12,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: черный<br>влагонепроницаемый<br>светодиодные лампы<br>2 года гарантия;/UserFiles/Image/svetilniki/EG25748.jpg;1000;0;0;0;0;0;1;EG25748;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MTA6Is3l8iDk4O3t+/UiO319
;Светильник уличный Park 2 EG86529;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG86529.gif;<STRONG>Габариты</STRONG><br>Высота: 15,0 см<br>Диаметр: 7,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: черный<br>влагонепроницаемый<br>светодиодные лампы<br>2 года гарантия;/UserFiles/Image/svetilniki/EG86529.jpg;1000;0;0;0;0;0;1;EG86529;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTMyIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MTA6Is3l8iDk4O3t+/UiO319
;Светильник уличный Riga Led EG87111;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87111.gif;<STRONG>Габариты</STRONG><br>Диаметр: 6,5 см<br>Высота: 15,0 см<br>Отступ: 9,3 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: нержавеющая сталь<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87111.jpg;1000;0;0;0;0;0;1;EG87111;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiMzQiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI5MyI7fX0
;Светильник уличный Riga Led EG87112;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87112.gif;<STRONG>Габариты</STRONG><br>Диаметр: 6,5 см<br>Высота: 22,0 см<br>Отступ: 9,3 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: нержавеющая сталь<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87112.jpg;1000;0;0;0;0;0;1;EG87112;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiMzQiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI5MyI7fX0
;Светильник уличный Riga Led EG87113;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87113.gif;<STRONG>Габариты</STRONG><br>Длина: 13,5 см<br>Диаметр: 6,5 см<br>Высота: 36,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: нержавеющая сталь<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87113.jpg;1000;0;0;0;0;0;1;EG87113;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiMzQiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI5MyI7fX0
;Светильник уличный Riga Led EG87114;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87114.gif;<STRONG>Габариты</STRONG><br>Длина: 13,5 см<br>Диаметр: 6,5 см<br>Высота: 81,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: нержавеющая сталь<br>влагонепроницаемый<br>энергосберегающая<br>светодиодные лампы<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87114.jpg;1000;0;0;0;0;0;1;EG87114;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiMzQiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI5MyI7fX0
;Светильник уличный Roi EG88155;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG88155.gif;<STRONG>Габариты</STRONG><br>Отступ: 8,5 см<br>Диаметр лампы: 26,2 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>3 года гарантия;/UserFiles/Image/svetilniki/EG88155.jpg;1000;0;0;0;0;0;1;EG88155;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTExIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MjoiOTAiO319
;Светильник уличный Roi EG88156;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG88156.gif;<STRONG>Габариты</STRONG><br>Высота: 43,0 см<br>Диаметр лампы: 26,2 см<br>Диаметр основания: 11,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>3 года гарантия;/UserFiles/Image/svetilniki/EG88156.jpg;1000;0;0;0;0;0;1;EG88156;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTExIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MjoiOTAiO319
;Светильник уличный Roi EG88157;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG88157.gif;<STRONG>Габариты</STRONG><br>Высота: 100,0 см<br>Диаметр лампы: 26,2 см<br>Диаметр основания: 11,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>3 года гарантия;/UserFiles/Image/svetilniki/EG88157.jpg;1000;0;0;0;0;0;1;EG88157;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTExIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTciO31pOjIxO2E6MTp7aTowO3M6MjoiOTAiO319
;Светильник уличный Roi EG88158;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG88158.gif;<STRONG>Габариты</STRONG><br>Высота: 215,0 см<br>Ширина: 74,0 см<br>Диаметр лампы: 26,2 см<br>Диаметр основания: 20,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>энергосберегающая<br>3 года гарантия;/UserFiles/Image/svetilniki/EG88158.jpg;1000;0;0;0;0;0;1;EG88158;;YTo0OntpOjIwO2E6MTp7aTowO3M6MzoiMTExIjt9aTo4O2E6MTp7aTowO3M6MzoiMTEwIjt9aTo5O2E6MTp7aTowO3M6MjoiMTgiO31pOjIxO2E6MTp7aTowO3M6MjoiOTAiO319
;Светильник уличный Roofus EG87095;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87095.gif;<STRONG>Габариты</STRONG><br>Высота: 27,0 см<br>Диаметр : 24,0 см<br>Отступ: 25,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: нержавеющая сталь<br>влагонепроницаемый<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87095.jpg;1000;0;0;0;0;0;1;EG87095;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiNTkiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI0OCI7fX0
;Светильник уличный Roofus EG87096;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87096.gif;<STRONG>Габариты</STRONG><br>Ширина: 23,5 см<br>Высота: 40,0 см<br>Отступ: 17,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: нержавеющая сталь<br>влагонепроницаемый<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87096.jpg;1000;0;0;0;0;0;1;EG87096;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiMzQiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI5MyI7fX0
;Светильник уличный Roofus EG87097;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87097.gif;<STRONG>Габариты</STRONG><br>Высота: 45,0 см<br>Диаметр: 24,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: нержавеющая сталь<br>влагонепроницаемый<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87097.jpg;1000;0;0;0;0;0;1;EG87097;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiNTkiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI0OCI7fX0
;Светильник уличный Roofus EG87098;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87098.gif;<STRONG>Габариты</STRONG><br>Высота: 100,0 см<br>Диаметр: 24,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: нержавеющая сталь<br>влагонепроницаемый<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87098.jpg;1000;0;0;0;0;0;1;EG87098;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiNTkiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxOCI7fWk6MjE7YToxOntpOjA7czoyOiI0OCI7fX0
;Светильник уличный Sao Paulo EG87285;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87285.gif;<STRONG>Габариты</STRONG><br>Ширина: 7,6 см<br>Высота: 28,0 см<br>Отступ: 10,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>ударопрочный<br>энергосберегающая<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87285.jpg;1000;0;0;0;0;0;1;EG87285;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiMzUiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czozOiIxMTQiO319
;Светильник уличный Sao Paulo EG87286;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87286.gif;<STRONG>Габариты</STRONG><br>Ширина: 7,6 см<br>Высота: 34,0 см<br>Отступ: 16,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>ударопрочный<br>энергосберегающая<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87286.jpg;1000;0;0;0;0;0;1;EG87286;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiMzUiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czozOiIxMTQiO319
;Светильник уличный Sao Paulo EG87287;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87287.gif;<STRONG>Габариты</STRONG><br>Длина: 7,6 см<br>Ширина: 7,6 см<br>Высота: 47,3 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>ударопрочный<br>энергосберегающая<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87287.jpg;1000;0;0;0;0;0;1;EG87287;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiMzUiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czozOiIxMTQiO319
;Светильник уличный Sao Paulo EG87288;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87288.gif;<STRONG>Габариты</STRONG><br>Длина: 7,6 см<br>Ширина: 7,6 см<br>Высота: 90,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>ударопрочный<br>энергосберегающая<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87288.jpg;1000;0;0;0;0;0;1;EG87288;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiMzUiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czozOiIxMTQiO319
;Светильник уличный Tabo 1 EG88099;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG88099.gif;<STRONG>Габариты</STRONG><br>Длина: 9,0 см<br>Ширина: 9,0 см<br>Высота: 13,0 см<br>Отступ: 12,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>3 года гарантия;/UserFiles/Image/svetilniki/EG88099.jpg;1000;0;0;0;0;0;1;EG88099;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiNTkiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI0OCI7fX0
;Светильник уличный Tabo 1 EG88101;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG88101.gif;<STRONG>Габариты</STRONG><br>Длина: 9,0 см<br>Ширина: 9,0 см<br>Высота: 19,3 см<br>Отступ: 12,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>3 года гарантия;/UserFiles/Image/svetilniki/EG88101.jpg;1000;0;0;0;0;0;1;EG88101;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiNTkiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxOCI7fWk6MjE7YToxOntpOjA7czoyOiI0OCI7fX0
;Светильник уличный Tabo 1 EG88102;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG88102.gif;<STRONG>Габариты</STRONG><br>Длина: 19,5 см<br>Ширина: 9,0 см<br>Высота: 87,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>влагонепроницаемый<br>3 года гарантия;/UserFiles/Image/svetilniki/EG88102.jpg;1000;0;0;0;0;0;1;EG88102;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiNTkiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI0OCI7fX0
;Светильник уличный Tabo EG87084;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87084.gif;<STRONG>Габариты</STRONG><br>Ширина: 20,0 см<br>Высота: 31,0 см<br>Отступ: 17,5 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>Цвет отражателя: аллюминий рифленый<br>влагонепроницаемый<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87084.jpg;1000;0;0;0;0;0;1;EG87084;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiNTkiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI0OCI7fX0
;Светильник уличный Tabo EG87085;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87085.gif;<STRONG>Габариты</STRONG><br>Ширина: 20,0 см<br>Высота: 46,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>Цвет отражателя: аллюминий рифленый<br>влагонепроницаемый<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87085.jpg;1000;0;0;0;0;0;1;EG87085;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiNTkiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI0OCI7fX0
;Светильник уличный Tabo EG87086;Производитель: Eglo (Австрия)<br>Гарантия и качество;/UserFiles/Image/svetilniki/small/EG87086.gif;<STRONG>Габариты</STRONG><br>Ширина: 20,0 см<br>Высота: 105,0 см<STRONG>Дополнительные параметры</STRONG><br>Цвет арматуры: серебро<br>Цвет отражателя: аллюминий рифленый<br>влагонепроницаемый<br>3 года гарантия;/UserFiles/Image/svetilniki/EG87086.jpg;1000;0;0;0;0;0;1;EG87086;;YTo0OntpOjIwO2E6MTp7aTowO3M6MjoiNTkiO31pOjg7YToxOntpOjA7czozOiIxMTAiO31pOjk7YToxOntpOjA7czoyOiIxNyI7fWk6MjE7YToxOntpOjA7czoyOiI0OCI7fX0
